"REF_DATE","GEO","DGUID","Sex","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2015","Ontario","2016A000235","Both sexes","95 to 99 years","Persons","249","units","0","v31226764","7.1.132","19448","","","","0"
"2016","Ontario","2016A000235","Both sexes","95 to 99 years","Persons","249","units","0","v31226764","7.1.132","22042","","","","0"
"2017","Ontario","2016A000235","Both sexes","95 to 99 years","Persons","249","units","0","v31226764","7.1.132","24512","","","","0"
"2018","Ontario","2016A000235","Both sexes","95 to 99 years","Persons","249","units","0","v31226764","7.1.132","26595","","","","0"
"2019","Ontario","2016A000235","Both sexes","95 to 99 years","Persons","249","units","0","v31226764","7.1.132","28455","","","","0"
"2020","Ontario","2016A000235","Both sexes","95 to 99 years","Persons","249","units","0","v31226764","7.1.132","29527","","","","0"
"1991","Ontario","2016A000235","Both sexes","100 years and over","Persons","249","units","0","v31226770","7.1.138","","..","","","0"
"1992","Ontario","2016A000235","Both sexes","100 years and over","Persons","249","units","0","v31226770","7.1.138","","..","","","0"
"1993","Ontario","2016A000235","Both sexes","100 years and over","Persons","249","units","0","v31226770","7.1.138","","..","","","0"
"1994","Ontario","2016A000235","Both sexes","100 years and over","Persons","249","units","0","v31226770","7.1.138","","..","","","0"
"1995","Ontario","2016A000235","Both sexes","100 years and over","Persons","249","units","0","v31226770","7.1.138","","..","","","0"
"1996","Ontario","2016A000235","Both sexes","100 years and over","Persons","249","units","0","v31226770","7.1.138","","..","","","0"
"1997","Ontario","2016A000235","Both sexes","100 years and over","Persons","249","units","0","v31226770","7.1.138","","..","","","0"
"1998","Ontario","2016A000235","Both sexes","100 years and over","Persons","249","units","0","v31226770","7.1.138","","..","","","0"
"1999","Ontario","2016A000235","Both sexes","100 years and over","Persons","249","units","0","v31226770","7.1.138","","..","","","0"
"2000","Ontario","2016A000235","Both sexes","100 years and over","Persons","249","units","0","v31226770","7.1.138","","..","","","0"
"2001","Ontario","2016A000235","Both sexes","100 years and over","Persons","249","units","0","v31226770","7.1.138","1273","","","","0"
"2002","Ontario","2016A000235","Both sexes","100 years and over","Persons","249","units","0","v31226770","7.1.138","1383","","","","0"
"2003","Ontario","2016A000235","Both sexes","100 years and over","Persons","249","units","0","v31226770","7.1.138","1455","","","","0"
"2004","Ontario","2016A000235","Both sexes","100 years and over","Persons","249","units","0","v31226770","7.1.138","1513","","","","0"
"2005","Ontario","2016A000235","Both sexes","100 years and over","Persons","249","units","0","v31226770","7.1.138","1593","","","","0"
"2006","Ontario","2016A000235","Both sexes","100 years and over","Persons","249","units","0","v31226770","7.1.138","1684","","","","0"
"2007","Ontario","2016A000235","Both sexes","100 years and over","Persons","249","units","0","v31226770","7.1.138","1737","","","","0"
"2008","Ontario","2016A000235","Both sexes","100 years and over","Persons","249","units","0","v31226770","7.1.138","1823","","","","0"
"2009","Ontario","2016A000235","Both sexes","100 years and over","Persons","249","units","0","v31226770","7.1.138","1833","","","","0"
"2010","Ontario","2016A000235","Both sexes","100 years and over","Persons","249","units","0","v31226770","7.1.138","1965","","","","0"
"2011","Ontario","2016A000235","Both sexes","100 years and over","Persons","249","units","0","v31226770","7.1.138","2066","","","","0"
"2012","Ontario","2016A000235","Both sexes","100 years and over","Persons","249","units","0","v31226770","7.1.138","2272","","","","0"
"2013","Ontario","2016A000235","Both sexes","100 years and over","Persons","249","units","0","v31226770","7.1.138","2471","","","","0"
"2014","Ontario","2016A000235","Both sexes","100 years and over","Persons","249","units","0","v31226770","7.1.138","2644","","","","0"
"2015","Ontario","2016A000235","Both sexes","100 years and over","Persons","249","units","0","v31226770","7.1.138","2790","","","","0"
"2016","Ontario","2016A000235","Both sexes","100 years and over","Persons","249","units","0","v31226770","7.1.138","3067","","","","0"
"2017","Ontario","2016A000235","Both sexes","100 years and over","Persons","249","units","0","v31226770","7.1.138","3135","","","","0"
"2018","Ontario","2016A000235","Both sexes","100 years and over","Persons","249","units","0","v31226770","7.1.138","3040","","","","0"
"2019","Ontario","2016A000235","Both sexes","100 years and over","Persons","249","units","0","v31226770","7.1.138","3431","","","","0"
"2020","Ontario","2016A000235","Both sexes","100 years and over","Persons","249","units","0","v31226770","7.1.138","3895","","","","0"
"1971","Ontario","2016A000235","Both sexes","Median age","Years","308","units","0","v468579","7.1.105","27.1","","","","1"
"1972","Ontario","2016A000235","Both sexes","Median age","Years","308","units","0","v468579","7.1.105","27.3","","","","1"
"1973","Ontario","2016A000235","Both sexes","Median age","Years","308","units","0","v468579","7.1.105","27.5","","","","1"
"1974","Ontario","2016A000235","Both sexes","Median age","Years","308","units","0","v468579","7.1.105","27.8","","","","1"
"1975","Ontario","2016A000235","Both sexes","Median age","Years","308","units","0","v468579","7.1.105","28.1","","","","1"
"1976","Ontario","2016A000235","Both sexes","Median age","Years","308","units","0","v468579","7.1.105","28.5","","","","1"
"1977","Ontario","2016A000235","Both sexes","Median age","Years","308","units","0","v468579","7.1.105","28.9","","","","1"
"1978","Ontario","2016A000235","Both sexes","Median age","Years","308","units","0","v468579","7.1.105","29.2","","","","1"
"1979","Ontario","2016A000235","Both sexes","Median age","Years","308","units","0","v468579","7.1.105","29.6","","","","1"
"1980","Ontario","2016A000235","Both sexes","Median age","Years","308","units","0","v468579","7.1.105","30.0","","","","1"
"1981","Ontario","2016A000235","Both sexes","Median age","Years","308","units","0","v468579","7.1.105","30.4","","","","1"
"1982","Ontario","2016A000235","Both sexes","Median age","Years","308","units","0","v468579","7.1.105","30.7","","","","1"
"1983","Ontario","2016A000235","Both sexes","Median age","Years","308","units","0","v468579","7.1.105","31.0","","","","1"
"1984","Ontario","2016A000235","Both sexes","Median age","Years","308","units","0","v468579","7.1.105","31.3","","","","1"
"1985","Ontario","2016A000235","Both sexes","Median age","Years","308","units","0","v468579","7.1.105","31.6","","","","1"
"1986","Ontario","2016A000235","Both sexes","Median age","Years","308","units","0","v468579","7.1.105","31.9","","","","1"
"1987","Ontario","2016A000235","Both sexes","Median age","Years","308","units","0","v468579","7.1.105","32.2","","","","1"
"1988","Ontario","2016A000235","Both sexes","Median age","Years","308","units","0","v468579","7.1.105","32.4","","","","1"
"1989","Ontario","2016A000235","Both sexes","Median age","Years","308","units","0","v468579","7.1.105","32.6","","","","1"
"1990","Ontario","2016A000235","Both sexes","Median age","Years","308","units","0","v468579","7.1.105","32.9","","","","1"
"1991","Ontario","2016A000235","Both sexes","Median age","Years","308","units","0","v468579","7.1.105","33.3","","","","1"
"1992","Ontario","2016A000235","Both sexes","Median age","Years","308","units","0","v468579","7.1.105","33.6","","","","1"
"1993","Ontario","2016A000235","Both sexes","Median age","Years","308","units","0","v468579","7.1.105","33.9","","","","1"
"1994","Ontario","2016A000235","Both sexes","Median age","Years","308","units","0","v468579","7.1.105","34.3","","","","1"
"1995","Ontario","2016A000235","Both sexes","Median age","Years","308","units","0","v468579","7.1.105","34.7","","","","1"
"1996","Ontario","2016A000235","Both sexes","Median age","Years","308","units","0","v468579","7.1.105","35.0","","","","1"
"1997","Ontario","2016A000235","Both sexes","Median age","Years","308","units","0","v468579","7.1.105","35.4","","","","1"
"1998","Ontario","2016A000235","Both sexes","Median age","Years","308","units","0","v468579","7.1.105","35.8","","","","1"
"1999","Ontario","2016A000235","Both sexes","Median age","Years","308","units","0","v468579","7.1.105","36.2","","","","1"
"2000","Ontario","2016A000235","Both sexes","Median age","Years","308","units","0","v468579","7.1.105","36.5","","","","1"
"2001","Ontario","2016A000235","Both sexes","Median age","Years","308","units","0","v468579","7.1.105","36.8","","","","1"
"2002","Ontario","2016A000235","Both sexes","Median age","Years","308","units","0","v468579","7.1.105","37.1","","","","1"
"2003","Ontario","2016A000235","Both sexes","Median age","Years","308","units","0","v468579","7.1.105","37.5","","","","1"
"2004","Ontario","2016A000235","Both sexes","Median age","Years","308","units","0","v468579","7.1.105","37.8","","","","1"
"2005","Ontario","2016A000235","Both sexes","Median age","Years","308","units","0","v468579","7.1.105","38.1","","","","1"
"2006","Ontario","2016A000235","Both sexes","Median age","Years","308","units","0","v468579","7.1.105","38.4","","","","1"
"2007","Ontario","2016A000235","Both sexes","Median age","Years","308","units","0","v468579","7.1.105","38.7","","","","1"
"2008","Ontario","2016A000235","Both sexes","Median age","Years","308","units","0","v468579","7.1.105","39.0","","","","1"
"2009","Ontario","2016A000235","Both sexes","Median age","Years","308","units","0","v468579","7.1.105","39.3","","","","1"
"2010","Ontario","2016A000235","Both sexes","Median age","Years","308","units","0","v468579","7.1.105","39.6","","","","1"
"2011","Ontario","2016A000235","Both sexes","Median age","Years","308","units","0","v468579","7.1.105","39.8","","","","1"
"2012","Ontario","2016A000235","Both sexes","Median age","Years","308","units","0","v468579","7.1.105","40.0","","","","1"
"2013","Ontario","2016A000235","Both sexes","Median age","Years","308","units","0","v468579","7.1.105","40.3","","","","1"
"2014","Ontario","2016A000235","Both sexes","Median age","Years","308","units","0","v468579","7.1.105","40.5","","","","1"
"2015","Ontario","2016A000235","Both sexes","Median age","Years","308","units","0","v468579","7.1.105","40.7","","","","1"
"2016","Ontario","2016A000235","Both sexes","Median age","Years","308","units","0","v468579","7.1.105","40.7","","","","1"
"2017","Ontario","2016A000235","Both sexes","Median age","Years","308","units","0","v468579","7.1.105","40.7","","","","1"
"2018","Ontario","2016A000235","Both sexes","Median age","Years","308","units","0","v468579","7.1.105","40.6","","","","1"
"2019","Ontario","2016A000235","Both sexes","Median age","Years","308","units","0","v468579","7.1.105","40.5","","","","1"
"2020","Ontario","2016A000235","Both sexes","Median age","Years","308","units","0","v468579","7.1.105","40.4","","","","1"
"1971","Ontario","2016A000235","Both sexes","Average age","Years","308","units","0","v1200123461","7.1.139","31.2","","","","1"
"1972","Ontario","2016A000235","Both sexes","Average age","Years","308","units","0","v1200123461","7.1.139","31.5","","","","1"
"1973","Ontario","2016A000235","Both sexes","Average age","Years","308","units","0","v1200123461","7.1.139","31.7","","","","1"
"1974","Ontario","2016A000235","Both sexes","Average age","Years","308","units","0","v1200123461","7.1.139","31.9","","","","1"
"1975","Ontario","2016A000235","Both sexes","Average age","Years","308","units","0","v1200123461","7.1.139","32.1","","","","1"
"1976","Ontario","2016A000235","Both sexes","Average age","Years","308","units","0","v1200123461","7.1.139","32.3","","","","1"
"1977","Ontario","2016A000235","Both sexes","Average age","Years","308","units","0","v1200123461","7.1.139","32.6","","","","1"
"1978","Ontario","2016A000235","Both sexes","Average age","Years","308","units","0","v1200123461","7.1.139","32.9","","","","1"
"1979","Ontario","2016A000235","Both sexes","Average age","Years","308","units","0","v1200123461","7.1.139","33.2","","","","1"
"1980","Ontario","2016A000235","Both sexes","Average age","Years","308","units","0","v1200123461","7.1.139","33.5","","","","1"
"1981","Ontario","2016A000235","Both sexes","Average age","Years","308","units","0","v1200123461","7.1.139","33.7","","","","1"
"1982","Ontario","2016A000235","Both sexes","Average age","Years","308","units","0","v1200123461","7.1.139","34.0","","","","1"
"1983","Ontario","2016A000235","Both sexes","Average age","Years","308","units","0","v1200123461","7.1.139","34.2","","","","1"
"1984","Ontario","2016A000235","Both sexes","Average age","Years","308","units","0","v1200123461","7.1.139","34.4","","","","1"
"1985","Ontario","2016A000235","Both sexes","Average age","Years","308","units","0","v1200123461","7.1.139","34.6","","","","1"
"1986","Ontario","2016A000235","Both sexes","Average age","Years","308","units","0","v1200123461","7.1.139","34.8","","","","1"
"1987","Ontario","2016A000235","Both sexes","Average age","Years","308","units","0","v1200123461","7.1.139","34.9","","","","1"
"1988","Ontario","2016A000235","Both sexes","Average age","Years","308","units","0","v1200123461","7.1.139","35.1","","","","1"
"1989","Ontario","2016A000235","Both sexes","Average age","Years","308","units","0","v1200123461","7.1.139","35.2","","","","1"
"1990","Ontario","2016A000235","Both sexes","Average age","Years","308","units","0","v1200123461","7.1.139","35.3","","","","1"
"1991","Ontario","2016A000235","Both sexes","Average age","Years","308","units","0","v1200123461","7.1.139","35.4","","","","1"
"1992","Ontario","2016A000235","Both sexes","Average age","Years","308","units","0","v1200123461","7.1.139","35.6","","","","1"
"1993","Ontario","2016A000235","Both sexes","Average age","Years","308","units","0","v1200123461","7.1.139","35.8","","","","1"
"1994","Ontario","2016A000235","Both sexes","Average age","Years","308","units","0","v1200123461","7.1.139","35.9","","","","1"
"1995","Ontario","2016A000235","Both sexes","Average age","Years","308","units","0","v1200123461","7.1.139","36.1","","","","1"
"1996","Ontario","2016A000235","Both sexes","Average age","Years","308","units","0","v1200123461","7.1.139","36.3","","","","1"
"1997","Ontario","2016A000235","Both sexes","Average age","Years","308","units","0","v1200123461","7.1.139","36.5","","","","1"
"1998","Ontario","2016A000235","Both sexes","Average age","Years","308","units","0","v1200123461","7.1.139","36.7","","","","1"
"1999","Ontario","2016A000235","Both sexes","Average age","Years","308","units","0","v1200123461","7.1.139","36.9","","","","1"
"2000","Ontario","2016A000235","Both sexes","Average age","Years","308","units","0","v1200123461","7.1.139","37.1","","","","1"
"2001","Ontario","2016A000235","Both sexes","Average age","Years","308","units","0","v1200123461","7.1.139","37.2","","","","1"
"2002","Ontario","2016A000235","Both sexes","Average age","Years","308","units","0","v1200123461","7.1.139","37.4","","","","1"
"2003","Ontario","2016A000235","Both sexes","Average age","Years","308","units","0","v1200123461","7.1.139","37.7","","","","1"
"2004","Ontario","2016A000235","Both sexes","Average age","Years","308","units","0","v1200123461","7.1.139","38.0","","","","1"
"2005","Ontario","2016A000235","Both sexes","Average age","Years","308","units","0","v1200123461","7.1.139","38.2","","","","1"
"2006","Ontario","2016A000235","Both sexes","Average age","Years","308","units","0","v1200123461","7.1.139","38.5","","","","1"
"2007","Ontario","2016A000235","Both sexes","Average age","Years","308","units","0","v1200123461","7.1.139","38.7","","","","1"
"2008","Ontario","2016A000235","Both sexes","Average age","Years","308","units","0","v1200123461","7.1.139","39.0","","","","1"
"2009","Ontario","2016A000235","Both sexes","Average age","Years","308","units","0","v1200123461","7.1.139","39.2","","","","1"
"2010","Ontario","2016A000235","Both sexes","Average age","Years","308","units","0","v1200123461","7.1.139","39.4","","","","1"
"2011","Ontario","2016A000235","Both sexes","Average age","Years","308","units","0","v1200123461","7.1.139","39.7","","","","1"
"2012","Ontario","2016A000235","Both sexes","Average age","Years","308","units","0","v1200123461","7.1.139","39.9","","","","1"
"2013","Ontario","2016A000235","Both sexes","Average age","Years","308","units","0","v1200123461","7.1.139","40.1","","","","1"
"2014","Ontario","2016A000235","Both sexes","Average age","Years","308","units","0","v1200123461","7.1.139","40.4","","","","1"
"2015","Ontario","2016A000235","Both sexes","Average age","Years","308","units","0","v1200123461","7.1.139","40.6","","","","1"
"2016","Ontario","2016A000235","Both sexes","Average age","Years","308","units","0","v1200123461","7.1.139","40.7","","","","1"
"2017","Ontario","2016A000235","Both sexes","Average age","Years","308","units","0","v1200123461","7.1.139","40.9","","","","1"
"2018","Ontario","2016A000235","Both sexes","Average age","Years","308","units","0","v1200123461","7.1.139","41.0","","","","1"
"2019","Ontario","2016A000235","Both sexes","Average age","Years","308","units","0","v1200123461","7.1.139","41.1","","","","1"
"2020","Ontario","2016A000235","Both sexes","Average age","Years","308","units","0","v1200123461","7.1.139","41.2","","","","1"


